exercise_id,name,category,muscle_groups,equipment,difficulty,description,calories_per_minute,calories_per_rep,met_value
2562,Dumbbell shoulder press with body rotation,strength,Shoulders,dumbbell,intermediate,"The dumbbell shoulder press with body rotation is a twist on the traditional dumbbell shoulder press. Rather than pressing straight overhead, you twist your torso and hips to the side during each rep. It hits the deltoid muscles just like a shoulder press, but adds a challenge to the core, hips, and back muscles. Due to the potential balance challenge of twisting and pressing at the same time, it is commonly performed with light to moderate weights.",3.080760707311297,9,5.45210627118504
2563,Dumbbell Fix Dumbbell Military Press,strength,Shoulders,dumbbell,intermediate,,7.421636504983342,12,9.017159155331262
2564,Dumbbell Fix Standing Dumbbell Arnold Press,strength,Shoulders,dumbbell,intermediate,,7.151980871059075,5,8.40226006907923
2565,Dumbbell Fix Dumbbell Single-Arm Snatch,strength,Shoulders,dumbbell,intermediate,,8.405363078955837,7,3.6763795388852047
2566,Paul Carter Rear-Delt Fly,strength,Shoulders,dumbbell,intermediate,"The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.",7.5363806724811715,14,9.689814601184164
2567,FYR Dumbbell Shoulder Press,strength,Shoulders,dumbbell,intermediate,The standing dumbbell shoulder press is a classic deltoid-builder (especially the front deltoids) that’s ubiquitous in gyms around the world. Performing the move standing up as opposed to seated allows for more weight to be used.,6.715945079106888,5,8.857074117731727
2568,FYR Single-Arm Dumbbell Press,strength,Shoulders,dumbbell,intermediate,"The single-arm standing shoulder press builds shoulder muscle but with two major differences from the standard seated dumbbell shoulder press. It’s done one arm at a time, as well as standing, which may allow more weight to be used.",9.063010064402427,14,5.807924525391806
2569,FYR Dumbbell Tempo L-Raise,strength,Shoulders,dumbbell,intermediate,"The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.",6.175609815897339,3,9.164348845890418
2570,Dumbbell seesaw shoulder press,strength,Shoulders,dumbbell,intermediate,"The dumbbell seesaw shoulder press is an exercise targeting the deltoids and triceps. The difference between this movement and the alternating shoulder press is that both dumbbells keep moving throughout each rep, rather than having one weight be stationary while the other moves. This piston-style pressing increases time under tension and may allow you to complete more total reps than with alternating reps.",5.339844743991348,13,5.334694186296739
2571,FYR Dumbbell front raise to lateral raise,strength,Shoulders,dumbbell,intermediate,The dumbbell front raise to lateral raise combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders.,7.874293456954606,12,9.230871701215868
2572,FYR Dumbbell Arnold Press,strength,Shoulders,dumbbell,intermediate,"Named after the iconic bodybuilder/movie star, the Arnold press adds rotation to a classic shoulder press, hitting all three heads of the deltoids in one motion.",8.37239414276866,14,3.495493699534161
2573,FYR Dumbbell Military Press to Dumbbell High Pull to V-up,strength,Shoulders,dumbbell,intermediate,,4.442916840756121,3,6.140408374032807
2574,FYR Dumbbell Thruster,strength,Shoulders,dumbbell,intermediate,"The dumbbell thruster, which begins with a squat and ends with an overhead press, works the entire body at once in a single fluid motion. This exercise is often performed with kettlebells, but dumbbells work great, too.",9.739677151750275,4,9.572740827337078
2575,Dumbbell hang snatch,strength,Shoulders,dumbbell,intermediate,"The dumbbell hang snatch is an explosive exercise that builds full-body power and targets the muscles of the hips, back, and shoulders. Performing the movement from the hang position, rather than from the ground, emphasizes explosive hip and upper-body power. It can be performed for low reps with a focus on power and speed, or for higher reps to build muscle or as part of a metabolic conditioning circuit.",4.495182741774436,3,4.9605677947965265
2576,Surfer sprawl,strength,Shoulders,dumbbell,intermediate,"The surfer sprawl is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. It is similar to a burpee, but instead of jumping at the top, you end in a ""surfer position,"" alternating sides with each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout. The surfer position offers a unique way to challenge the body by staying in a low position rather than standing up after the plank.",8.956881941600315,4,9.501141591558525
2577,Dumbbell clean and press,strength,Shoulders,dumbbell,intermediate,"The dumbbell clean and press is a full-body movement that targets both the lower and upper body. The clean utilizes the muscles of the hips, legs, glutes, back, and biceps, while the press utilizes the shoulders and triceps. It can be trained in low to moderate reps for strength, or for higher reps, such as 8-12 reps per set or more, for muscle building or metabolic conditioning.",9.206333989800424,11,9.799427625916032
2578,Standing One-Arm Shoulder Press - Gethin Variation,strength,Shoulders,dumbbell,intermediate,"The single-arm standing shoulder press builds shoulder muscle but with two major differences from the standard seated dumbbell shoulder press. It’s done one arm at a time, as well as standing, which may allow more weight to be used.",9.778235001647817,14,5.433828085514407
2579,Incline Front Dumbbell Raise - Gethin Variation,strength,Shoulders,dumbbell,intermediate,The incline dumbbell front raise is an isolation exercise targeting the shoulders,5.092121391669261,5,9.980987877716391
2580,Dumbbell lateral raise,strength,Shoulders,dumbbell,intermediate,"The dumbbell lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a staple strength-training move and is a great option for accessory work on upper-body training days. It is usually performed for moderate to high reps, at least 8-12 reps, as part of the upper-body or shoulder-focused portion of a workout.",7.394019433701902,6,8.564337564215874
2581,Incline Rear-Delt Fly - Gethin Variation,strength,Shoulders,dumbbell,intermediate,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",4.5344843234151755,7,3.945934218321144
2582,Incline Bench Rear Dumbbell Fly - Gethin Variation,strength,Shoulders,dumbbell,intermediate,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",3.274610555480355,8,5.659798771644898
2583,Dumbbell front raise and press,strength,Shoulders,dumbbell,intermediate,"The dumbbell front raise and press combines two upper-body moves into one challenging sequence targeting the deltoid muscles. It's a simple way to boost your heart rate while getting a good upper-body pump, and is a natural fit in time-efficient upper-body or circuit training.",7.2394808405830915,4,6.28029782127163
